id,email,currency,amount
17351,Ladonna.Cristi.155771@optiopay.com,EUR,415
17352,Elizbeth.Quinton.32079@optiopay.com,USD,-1585
17353,Sacha.Giselle.78752@optiopay.com,USD,-158
17354,Cecilia.Sacha.78031@optiopay.com,EUR,2838
17355,Ladonna.Sebastian.4922@optiopay.com,EUR,1937
17356,Cristi.Giuseppina.6739@optiopay.com,EUR,138
17357,Giselle.Cecilia.76339@optiopay.com,USD,-1597
17358,Sacha.Emelina.92226@optiopay.com,EUR,-97
17359,Yoshik.Micki.16828@optiopay.com,USD,2066
17360,Catalina.Stephan.116131@optiopay.com,EUR,1013
17361,Stephan.Brendan.44697@optiopay.com,EUR,1930
17362,Quinton.Giuseppina.59370@optiopay.com,EUR,772
17363,Ladonna.Wilton.168130@optiopay.com,USD,456
17364,Donnell.Quinton.35091@optiopay.com,USD,-1348
17365,Quinton.Ladonna.123465@optiopay.com,EUR,2153
17366,Cecilia.Roxann.122040@optiopay.com,EUR,-1233
17367,Giselle.Brendan.154392@optiopay.com,EUR,-505
17368,Micki.Micki.115623@optiopay.com,USD,2940
17369,Sacha.Giuseppina.84928@optiopay.com,EUR,-423
17370,Emelina.Giuseppina.182069@optiopay.com,USD,2046
17371,Wilton.Giselle.148615@optiopay.com,EUR,2668
17372,Sebastian.Emelina.155022@optiopay.com,USD,-671
17373,Stephan.Yoshik.129814@optiopay.com,EUR,-321
17374,Catalina.Giselle.1@optiopay.com,USD,1608
17375,Ara.Wilton.17966@optiopay.com,EUR,-327
17376,Elizbeth.Stephan.188777@optiopay.com,USD,-1252
17377,Micki.Brendan.43257@optiopay.com,USD,1947
17378,Donnell.Ara.256@optiopay.com,EUR,2419
17379,Emelina.Roxann.90537@optiopay.com,USD,-418
17380,Cristi.Giuseppina.70960@optiopay.com,EUR,-503
17381,Wilton.Giuseppina.70452@optiopay.com,EUR,2388
17382,Yoshik.Sebastian.10775@optiopay.com,EUR,1791
17383,Roxann.Stephan.181434@optiopay.com,USD,2176
17384,Giuseppina.Micki.6561@optiopay.com,USD,-899
17385,Cecilia.Lise.4096@optiopay.com,USD,-717
17386,Cecilia.Lise.4096@optiopay.com,EUR,2993
17387,Quinton.Lise.137811@optiopay.com,EUR,-564
17388,Catalina.Giselle.1@optiopay.com,USD,454
17389,Giselle.Sacha.18836@optiopay.com,USD,-606
17390,Donnell.Quinton.35091@optiopay.com,EUR,-536
17391,Ara.Giuseppina.104429@optiopay.com,EUR,2349
17392,Ara.Elizbeth.58254@optiopay.com,USD,1913
17393,Giuseppina.Roxann.17594@optiopay.com,EUR,2364
17394,Ladonna.Ladonna.114023@optiopay.com,EUR,1372
17395,Quinton.Lise.137811@optiopay.com,USD,-520
17396,Sacha.Brendan.189546@optiopay.com,EUR,550
17397,Wilton.Micki.182192@optiopay.com,EUR,-1242
17398,Emelina.Ladonna.54452@optiopay.com,USD,2948
17399,Emelina.Giuseppina.137580@optiopay.com,USD,1688
17400,Giuseppina.Wilton.12224@optiopay.com,EUR,610
17401,Roxann.Micki.5228@optiopay.com,USD,965
17402,Ladonna.Sacha.104976@optiopay.com,USD,765
17403,Lise.Giuseppina.172711@optiopay.com,USD,-1303
17404,Quinton.Lise.137811@optiopay.com,EUR,1185
17405,Yoshik.Wilton.44350@optiopay.com,USD,-1136
17406,Yoshik.Wilton.44350@optiopay.com,EUR,-235
17407,Quinton.Sacha.52945@optiopay.com,EUR,1112
17408,Yoshik.Roxann.130256@optiopay.com,EUR,1254
17409,Sebastian.Emelina.155022@optiopay.com,EUR,-1277
17410,Quinton.Ladonna.123465@optiopay.com,EUR,-1269
17411,Wilton.Sebastian.162684@optiopay.com,EUR,1676
17412,Cristi.Wilton.58580@optiopay.com,USD,1655
17413,Emelina.Giuseppina.182069@optiopay.com,USD,1722
17414,Ara.Giuseppina.104429@optiopay.com,EUR,2309
17415,Donnell.Cristi.58470@optiopay.com,USD,-1071
17416,Catalina.Stephan.116131@optiopay.com,USD,-538
17417,Catalina.Yoshik.188492@optiopay.com,USD,1477
17418,Elizbeth.Roxann.2125@optiopay.com,USD,-442
17419,Quinton.Elizbeth.77858@optiopay.com,USD,2541
17420,Emelina.Giuseppina.137580@optiopay.com,EUR,673
17421,Lise.Wilton.58344@optiopay.com,USD,1140
17422,Micki.Roxann.124219@optiopay.com,EUR,1730
17423,Catalina.Sebastian.625@optiopay.com,EUR,2561
17424,Donnell.Sebastian.93189@optiopay.com,USD,-251
17425,Sacha.Catalina.127470@optiopay.com,USD,2023
17426,Yoshik.Micki.16828@optiopay.com,USD,1143
17427,Catalina.Yoshik.188492@optiopay.com,EUR,2737
17428,Emelina.Lise.95935@optiopay.com,USD,-1302
17429,Sacha.Catalina.127470@optiopay.com,USD,1369
17430,Ara.Ara.175433@optiopay.com,USD,1821
17431,Quinton.Elizbeth.77858@optiopay.com,USD,1977
17432,Giuseppina.Quinton.183029@optiopay.com,EUR,1969
17433,Brendan.Cecilia.98382@optiopay.com,EUR,1153
17434,Wilton.Stephan.48567@optiopay.com,USD,2617
17435,Ara.Giuseppina.157211@optiopay.com,EUR,213
17436,Sacha.Emelina.92226@optiopay.com,EUR,-1481
17437,Giselle.Giselle.134146@optiopay.com,USD,294
17438,Cecilia.Lise.92171@optiopay.com,EUR,340
17439,Wilton.Micki.182192@optiopay.com,EUR,390
17440,Lise.Roxann.83648@optiopay.com,EUR,2501
17441,Brendan.Sacha.19564@optiopay.com,EUR,-878
17442,Sebastian.Emelina.155022@optiopay.com,USD,635
17443,Roxann.Sacha.166987@optiopay.com,USD,739
17444,Roxann.Quinton.142747@optiopay.com,USD,2832
17445,Yoshik.Sebastian.10775@optiopay.com,USD,1795
17446,Quinton.Micki.45979@optiopay.com,EUR,2479
17447,Roxann.Giuseppina.84626@optiopay.com,USD,2786
17448,Wilton.Wilton.100781@optiopay.com,EUR,-1152
17449,Giselle.Ara.184112@optiopay.com,EUR,-722
17450,Sacha.Quinton.107824@optiopay.com,EUR,-1783
17451,Giselle.Elizbeth.188506@optiopay.com,USD,706
17452,Brendan.Yoshik.138604@optiopay.com,EUR,1323
17453,Giuseppina.Sacha.189351@optiopay.com,EUR,2215
17454,Elizbeth.Emelina.143930@optiopay.com,USD,1424
17455,Roxann.Giselle.28350@optiopay.com,EUR,1669
17456,Giuseppina.Micki.6561@optiopay.com,EUR,-316
17457,Donnell.Giuseppina.165285@optiopay.com,USD,-886
17458,Catalina.Catalina.114823@optiopay.com,EUR,-1606
17459,Roxann.Emelina.179437@optiopay.com,EUR,1149
17460,Giuseppina.Micki.6561@optiopay.com,EUR,86
17461,Micki.Brendan.43257@optiopay.com,EUR,388
17462,Ladonna.Yoshik.183604@optiopay.com,EUR,-1370
17463,Roxann.Giuseppina.84626@optiopay.com,USD,-1619
17464,Cristi.Lise.125572@optiopay.com,USD,264
17465,Micki.Wilton.90486@optiopay.com,EUR,803
17466,Sacha.Emelina.163144@optiopay.com,EUR,732
17467,Wilton.Catalina.135093@optiopay.com,EUR,1613
17468,Wilton.Giuseppina.70452@optiopay.com,USD,885
17469,Elizbeth.Sebastian.22432@optiopay.com,EUR,-1384
17470,Donnell.Roxann.122678@optiopay.com,EUR,2748
17471,Giuseppina.Micki.6561@optiopay.com,EUR,2962
17472,Ladonna.Yoshik.183604@optiopay.com,EUR,-507
17473,Wilton.Catalina.135093@optiopay.com,EUR,-452
17474,Wilton.Wilton.100781@optiopay.com,EUR,856
17475,Micki.Wilton.148478@optiopay.com,EUR,-884
17476,Cecilia.Sacha.78031@optiopay.com,EUR,1660
17477,Yoshik.Cristi.176286@optiopay.com,EUR,497
17478,Lise.Roxann.27103@optiopay.com,USD,-1048
17479,Brendan.Giuseppina.167293@optiopay.com,EUR,861
17480,Donnell.Ara.159841@optiopay.com,USD,2246
17481,Giselle.Stephan.37672@optiopay.com,EUR,1804
17482,Brendan.Giuseppina.167293@optiopay.com,EUR,1126
17483,Giuseppina.Micki.6561@optiopay.com,EUR,-277
17484,Cristi.Lise.125572@optiopay.com,USD,2874
17485,Ladonna.Giuseppina.100711@optiopay.com,EUR,-398
17486,Elizbeth.Lise.172487@optiopay.com,USD,-1079
17487,Lise.Roxann.27103@optiopay.com,USD,9
17488,Elizbeth.Lise.35744@optiopay.com,EUR,1126
17489,Brendan.Giuseppina.167293@optiopay.com,EUR,-65
17490,Stephan.Sebastian.142217@optiopay.com,USD,1816
17491,Ladonna.Giuseppina.100711@optiopay.com,EUR,-1691
17492,Donnell.Cristi.24935@optiopay.com,EUR,2496
17493,Wilton.Giselle.148615@optiopay.com,EUR,-411
17494,Lise.Roxann.83648@optiopay.com,USD,-1772
17495,Yoshik.Sebastian.10775@optiopay.com,USD,1277
17496,Elizbeth.Lise.35744@optiopay.com,USD,1158
17497,Wilton.Emelina.166741@optiopay.com,EUR,1242
17498,Lise.Brendan.51109@optiopay.com,EUR,792
17499,Sacha.Stephan.74739@optiopay.com,USD,-388
17500,Cecilia.Sacha.78031@optiopay.com,EUR,-51
17501,Cristi.Giuseppina.70960@optiopay.com,USD,2885
17502,Catalina.Wilton.146037@optiopay.com,EUR,-28
17503,Cristi.Giselle.175553@optiopay.com,USD,649
17504,Ladonna.Sacha.51793@optiopay.com,USD,-1248
17505,Sebastian.Wilton.7687@optiopay.com,EUR,2086
17506,Lise.Lise.118411@optiopay.com,EUR,1356
17507,Elizbeth.Stephan.184006@optiopay.com,EUR,-1191
17508,Elizbeth.Donnell.14030@optiopay.com,EUR,1621
17509,Sacha.Micki.16@optiopay.com,USD,2253
17510,Stephan.Elizbeth.2401@optiopay.com,EUR,-65
17511,Brendan.Lise.128544@optiopay.com,USD,-11
17512,Elizbeth.Emelina.143930@optiopay.com,EUR,1862
17513,Brendan.Yoshik.50625@optiopay.com,EUR,-1114
17514,Micki.Sacha.163696@optiopay.com,EUR,-1920
17515,Sebastian.Cecilia.9244@optiopay.com,EUR,2167
17516,Elizbeth.Yoshik.100940@optiopay.com,USD,-1127
17517,Brendan.Sacha.126265@optiopay.com,EUR,117
17518,Catalina.Yoshik.188492@optiopay.com,USD,1225
17519,Cristi.Wilton.173240@optiopay.com,USD,1485
17520,Emelina.Roxann.90537@optiopay.com,USD,-499
17521,Donnell.Sacha.171935@optiopay.com,EUR,1235
17522,Ladonna.Brendan.127227@optiopay.com,EUR,2653
17523,Giuseppina.Donnell.79689@optiopay.com,EUR,537
17524,Micki.Sacha.163696@optiopay.com,EUR,308
17525,Giuseppina.Yoshik.13046@optiopay.com,USD,412
17526,Lise.Sebastian.114539@optiopay.com,USD,451
17527,Giuseppina.Yoshik.13046@optiopay.com,EUR,2535
17528,Elizbeth.Stephan.188777@optiopay.com,EUR,-1143
17529,Wilton.Catalina.135093@optiopay.com,USD,2325
17530,Giselle.Ara.71900@optiopay.com,EUR,90
17531,Giselle.Giselle.134146@optiopay.com,USD,931
17532,Quinton.Sacha.174151@optiopay.com,USD,1532
17533,Roxann.Micki.5228@optiopay.com,USD,2003
17534,Wilton.Cecilia.27953@optiopay.com,USD,1737
17535,Lise.Ladonna.30582@optiopay.com,USD,1023
17536,Catalina.Yoshik.188492@optiopay.com,EUR,1653
17537,Stephan.Emelina.114794@optiopay.com,EUR,1378
17538,Elizbeth.Stephan.188777@optiopay.com,USD,1071
17539,Emelina.Donnell.173712@optiopay.com,EUR,2580
17540,Stephan.Yoshik.129814@optiopay.com,USD,-780
17541,Sebastian.Lise.68130@optiopay.com,USD,-667
17542,Emelina.Brendan.89457@optiopay.com,EUR,1792
17543,Catalina.Lise.65536@optiopay.com,USD,1187
17544,Ladonna.Micki.111817@optiopay.com,USD,2202
17545,Lise.Micki.102298@optiopay.com,EUR,1412
17546,Giuseppina.Yoshik.54537@optiopay.com,USD,-785
17547,Stephan.Cecilia.23646@optiopay.com,EUR,1433
17548,Emelina.Ladonna.54452@optiopay.com,EUR,326
17549,Sacha.Catalina.127470@optiopay.com,USD,2586
17550,Catalina.Yoshik.188492@optiopay.com,EUR,1134
17551,Wilton.Cecilia.27953@optiopay.com,EUR,447
17552,Elizbeth.Donnell.14030@optiopay.com,EUR,2700
17553,Cecilia.Yoshik.145595@optiopay.com,USD,-256
17554,Catalina.Yoshik.188492@optiopay.com,USD,112
17555,Elizbeth.Cecilia.109425@optiopay.com,EUR,-535
17556,Quinton.Ara.152323@optiopay.com,USD,1891
17557,Giuseppina.Roxann.17594@optiopay.com,EUR,-842
17558,Giuseppina.Catalina.10000@optiopay.com,USD,987
17559,Giselle.Giuseppina.61187@optiopay.com,USD,-1395
17560,Emelina.Ladonna.120863@optiopay.com,EUR,96
17561,Yoshik.Wilton.44350@optiopay.com,EUR,-1315
17562,Sacha.Emelina.92226@optiopay.com,USD,-87
17563,Ladonna.Elizbeth.42349@optiopay.com,EUR,-1310
17564,Catalina.Sebastian.625@optiopay.com,USD,719
17565,Roxann.Sacha.166987@optiopay.com,EUR,-1765
17566,Catalina.Catalina.114823@optiopay.com,USD,1187
17567,Giselle.Ara.32189@optiopay.com,EUR,2122
17568,Emelina.Brendan.36606@optiopay.com,USD,2115
17569,Brendan.Quinton.31884@optiopay.com,USD,1137
17570,Sebastian.Lise.68130@optiopay.com,USD,-1021
17571,Cecilia.Lise.92171@optiopay.com,USD,-872
17572,Emelina.Lise.95935@optiopay.com,EUR,496
17573,Sebastian.Ladonna.157886@optiopay.com,USD,1024
17574,Catalina.Catalina.171817@optiopay.com,EUR,1481
17575,Yoshik.Cecilia.175411@optiopay.com,USD,-141
17576,Lise.Sacha.19153@optiopay.com,EUR,1784
17577,Sacha.Giselle.78752@optiopay.com,EUR,1821
17578,Catalina.Wilton.140038@optiopay.com,EUR,-1337
17579,Ladonna.Sacha.104976@optiopay.com,USD,2786
17580,Brendan.Quinton.31884@optiopay.com,USD,-1139
17581,Stephan.Ara.72241@optiopay.com,USD,2774
17582,Ladonna.Micki.111817@optiopay.com,USD,602
17583,Elizbeth.Lise.172487@optiopay.com,USD,2623
17584,Giuseppina.Micki.6561@optiopay.com,USD,2067
17585,Wilton.Emelina.166741@optiopay.com,USD,-195
17586,Yoshik.Ladonna.126124@optiopay.com,USD,835
17587,Lise.Roxann.27103@optiopay.com,EUR,2036
17588,Micki.Stephan.3596@optiopay.com,EUR,2148
17589,Cristi.Elizbeth.57040@optiopay.com,EUR,-808
17590,Catalina.Stephan.116131@optiopay.com,USD,402
17591,Cristi.Stephan.1402@optiopay.com,USD,862
17592,Emelina.Giselle.112159@optiopay.com,EUR,-1562
17593,Roxann.Giuseppina.84626@optiopay.com,USD,-630
17594,Brendan.Giuseppina.167293@optiopay.com,EUR,126
17595,Elizbeth.Catalina.130673@optiopay.com,USD,117
17596,Donnell.Micki.130636@optiopay.com,EUR,835
17597,Catalina.Catalina.114823@optiopay.com,USD,138
17598,Emelina.Ladonna.134132@optiopay.com,USD,-1433
17599,Cristi.Stephan.1402@optiopay.com,EUR,2463
17600,Micki.Sebastian.8034@optiopay.com,USD,755
17601,Cecilia.Roxann.132515@optiopay.com,EUR,2969
17602,Catalina.Wilton.146037@optiopay.com,USD,2525
17603,Ladonna.Stephan.52712@optiopay.com,EUR,2470
17604,Roxann.Giuseppina.36254@optiopay.com,USD,-1865
17605,Roxann.Roxann.180293@optiopay.com,EUR,-1035
17606,Cristi.Lise.125572@optiopay.com,USD,-900
17607,Cecilia.Lise.4096@optiopay.com,USD,-1978
17608,Sebastian.Cecilia.9244@optiopay.com,USD,2025
17609,Roxann.Giselle.28350@optiopay.com,EUR,2211
17610,Lise.Roxann.83648@optiopay.com,EUR,-878
17611,Sacha.Catalina.127470@optiopay.com,USD,-234
17612,Sebastian.Emelina.155022@optiopay.com,EUR,1894
17613,Emelina.Ladonna.134132@optiopay.com,USD,1759
17614,Wilton.Micki.182192@optiopay.com,EUR,-527
17615,Cristi.Elizbeth.46818@optiopay.com,EUR,-934
17616,Stephan.Cecilia.23646@optiopay.com,EUR,371
17617,Donnell.Ara.256@optiopay.com,EUR,2555
17618,Wilton.Catalina.135093@optiopay.com,EUR,1004
17619,Elizbeth.Cecilia.109425@optiopay.com,USD,2148
17620,Elizbeth.Emelina.143930@optiopay.com,USD,-17
17621,Wilton.Giuseppina.70452@optiopay.com,EUR,2538
17622,Micki.Roxann.124219@optiopay.com,EUR,2545
17623,Giselle.Giselle.134146@optiopay.com,USD,-709
17624,Ladonna.Giuseppina.100711@optiopay.com,USD,2448
17625,Emelina.Giuseppina.14641@optiopay.com,USD,1745
17626,Micki.Sebastian.8034@optiopay.com,EUR,714
17627,Giselle.Stephan.37672@optiopay.com,EUR,-824
17628,Catalina.Lise.28561@optiopay.com,EUR,2393
17629,Yoshik.Ara.67102@optiopay.com,USD,-282
17630,Brendan.Yoshik.50625@optiopay.com,USD,-1401
17631,Donnell.Sebastian.93189@optiopay.com,USD,429
17632,Sebastian.Ladonna.157886@optiopay.com,USD,1697
17633,Quinton.Roxann.118426@optiopay.com,EUR,-321
17634,Cristi.Giselle.97897@optiopay.com,USD,-1729
17635,Cristi.Donnell.32825@optiopay.com,USD,-426
17636,Elizbeth.Quinton.32079@optiopay.com,USD,2551
17637,Brendan.Quinton.31884@optiopay.com,USD,1463
17638,Micki.Micki.115623@optiopay.com,USD,-1645
17639,Sebastian.Giuseppina.79850@optiopay.com,USD,-1474
17640,Sebastian.Giuseppina.79850@optiopay.com,EUR,2334
17641,Sacha.Giuseppina.84928@optiopay.com,USD,-640
17642,Elizbeth.Catalina.15256@optiopay.com,USD,1186
17643,Yoshik.Sacha.95733@optiopay.com,USD,2048
17644,Giuseppina.Ara.125566@optiopay.com,EUR,2987
17645,Sacha.Emelina.163144@optiopay.com,EUR,553
17646,Lise.Sebastian.114539@optiopay.com,EUR,763
17647,Quinton.Giuseppina.59370@optiopay.com,USD,-1620
17648,Sebastian.Emelina.155022@optiopay.com,USD,154
17649,Emelina.Lise.95935@optiopay.com,USD,1777
17650,Ara.Giuseppina.104429@optiopay.com,USD,-859
17651,Stephan.Stephan.36155@optiopay.com,USD,1205
17652,Giuseppina.Micki.6561@optiopay.com,USD,-590
17653,Ara.Giselle.16019@optiopay.com,EUR,2117
17654,Sacha.Stephan.74739@optiopay.com,EUR,-352
17655,Brendan.Micki.6025@optiopay.com,EUR,-1602
17656,Wilton.Giselle.148615@optiopay.com,EUR,937
17657,Ladonna.Micki.160951@optiopay.com,USD,2948
17658,Ladonna.Stephan.129033@optiopay.com,USD,2002
17659,Micki.Elizbeth.47569@optiopay.com,EUR,498
17660,Cristi.Quinton.101145@optiopay.com,USD,1779
17661,Yoshik.Giselle.42943@optiopay.com,EUR,-971
17662,Giselle.Ara.71900@optiopay.com,EUR,1709
17663,Giselle.Giuseppina.65064@optiopay.com,USD,-1907
17664,Sacha.Yoshik.123435@optiopay.com,EUR,-1174
17665,Emelina.Lise.116898@optiopay.com,USD,1627
17666,Ladonna.Quinton.31001@optiopay.com,USD,60
17667,Emelina.Wilton.11507@optiopay.com,USD,-1252
17668,Giuseppina.Quinton.183029@optiopay.com,USD,2744
17669,Ara.Giselle.16019@optiopay.com,EUR,108
17670,Giselle.Giselle.134146@optiopay.com,EUR,712
17671,Elizbeth.Catalina.15256@optiopay.com,USD,-161
17672,Elizbeth.Catalina.15256@optiopay.com,USD,-1128
17673,Catalina.Stephan.116131@optiopay.com,EUR,-26
17674,Sacha.Brendan.189546@optiopay.com,EUR,2606
17675,Giuseppina.Quinton.183029@optiopay.com,EUR,-857
17676,Lise.Wilton.88928@optiopay.com,EUR,-620
17677,Brendan.Ladonna.22586@optiopay.com,USD,2669
17678,Lise.Ladonna.30582@optiopay.com,USD,-1574
17679,Cristi.Giselle.97897@optiopay.com,EUR,2479
17680,Giselle.Sebastian.23855@optiopay.com,USD,1639
17681,Yoshik.Micki.168981@optiopay.com,USD,-1904
17682,Cristi.Sacha.38416@optiopay.com,EUR,820
17683,Donnell.Quinton.35091@optiopay.com,EUR,2072
17684,Stephan.Emelina.114794@optiopay.com,EUR,-1098
17685,Elizbeth.Emelina.143930@optiopay.com,EUR,2834
17686,Emelina.Roxann.109600@optiopay.com,USD,-1512
17687,Yoshik.Elizbeth.61884@optiopay.com,USD,840
17688,Micki.Wilton.90486@optiopay.com,EUR,1317
17689,Donnell.Micki.130636@optiopay.com,EUR,1125
17690,Yoshik.Cecilia.764@optiopay.com,USD,2202
17691,Sacha.Donnell.173831@optiopay.com,EUR,937
17692,Giuseppina.Cecilia.153950@optiopay.com,USD,2902
17693,Brendan.Sacha.140706@optiopay.com,USD,408
17694,Ladonna.Cristi.155771@optiopay.com,EUR,4
17695,Emelina.Brendan.36606@optiopay.com,USD,2610
17696,Stephan.Stephan.142394@optiopay.com,EUR,1582
17697,Giselle.Giuseppina.65064@optiopay.com,USD,2674
17698,Yoshik.Giselle.42943@optiopay.com,USD,-893
17699,Giselle.Ara.167636@optiopay.com,EUR,-1619
17700,Giuseppina.Donnell.140042@optiopay.com,EUR,379
17701,Roxann.Brendan.188596@optiopay.com,EUR,1568
17702,Micki.Sebastian.69719@optiopay.com,USD,-752
17703,Ara.Giselle.16019@optiopay.com,EUR,674
17704,Wilton.Catalina.150768@optiopay.com,USD,481
17705,Catalina.Stephan.116131@optiopay.com,EUR,-525
17706,Micki.Brendan.43257@optiopay.com,USD,985
17707,Catalina.Giselle.1@optiopay.com,USD,2719
17708,Micki.Micki.51051@optiopay.com,USD,1116
17709,Emelina.Ladonna.134132@optiopay.com,USD,172
17710,Brendan.Yoshik.138604@optiopay.com,EUR,-1491
17711,Roxann.Quinton.172013@optiopay.com,USD,-1116
17712,Yoshik.Wilton.44350@optiopay.com,EUR,-1030
17713,Ara.Giselle.16019@optiopay.com,EUR,1983
17714,Wilton.Micki.182192@optiopay.com,EUR,1189
17715,Wilton.Giselle.148615@optiopay.com,EUR,-1531
17716,Micki.Micki.51051@optiopay.com,EUR,29
17717,Roxann.Stephan.43306@optiopay.com,EUR,-528
17718,Ladonna.Sacha.104976@optiopay.com,USD,2330
17719,Brendan.Giuseppina.81@optiopay.com,USD,-1036
17720,Catalina.Wilton.140038@optiopay.com,USD,647
17721,Lise.Cecilia.130321@optiopay.com,EUR,1180
17722,Micki.Wilton.68571@optiopay.com,USD,-1328
17723,Giselle.Ara.32189@optiopay.com,EUR,-936
17724,Ara.Wilton.17966@optiopay.com,USD,571
17725,Donnell.Ara.159841@optiopay.com,EUR,527
17726,Wilton.Lise.68892@optiopay.com,USD,874
17727,Sacha.Quinton.107824@optiopay.com,USD,2988
17728,Quinton.Micki.45979@optiopay.com,EUR,-1152
17729,Roxann.Giuseppina.36254@optiopay.com,USD,-1979
17730,Cristi.Quinton.101145@optiopay.com,USD,-1074
17731,Yoshik.Ladonna.2868@optiopay.com,EUR,679
17732,Donnell.Sacha.7690@optiopay.com,EUR,2913
17733,Giuseppina.Lise.124991@optiopay.com,USD,1220
17734,Micki.Stephan.3596@optiopay.com,EUR,-221
17735,Catalina.Yoshik.65564@optiopay.com,EUR,-1923
17736,Roxann.Giuseppina.36254@optiopay.com,EUR,150
17737,Giselle.Sacha.18836@optiopay.com,USD,-117
17738,Brendan.Yoshik.138604@optiopay.com,USD,-1388
17739,Brendan.Sacha.126265@optiopay.com,EUR,168
17740,Ladonna.Quinton.31001@optiopay.com,USD,881
17741,Stephan.Sacha.187771@optiopay.com,USD,-294
17742,Elizbeth.Yoshik.100940@optiopay.com,EUR,1546
17743,Cristi.Micki.41577@optiopay.com,EUR,1407
17744,Quinton.Cecilia.97134@optiopay.com,EUR,-1158
17745,Cristi.Donnell.32825@optiopay.com,USD,2120
17746,Giselle.Cecilia.76339@optiopay.com,EUR,1346
17747,Elizbeth.Lise.172487@optiopay.com,EUR,531
17748,Sacha.Emelina.92226@optiopay.com,USD,-1721
17749,Sebastian.Cecilia.9244@optiopay.com,EUR,625
17750,Ladonna.Elizbeth.42349@optiopay.com,EUR,-1400
17751,Lise.Sebastian.114539@optiopay.com,USD,-1535
17752,Yoshik.Stephan.160000@optiopay.com,EUR,-788
17753,Cristi.Elizbeth.46818@optiopay.com,EUR,-655
17754,Quinton.Elizbeth.51764@optiopay.com,EUR,-1672
17755,Brendan.Sacha.19564@optiopay.com,EUR,2975
17756,Elizbeth.Lise.172487@optiopay.com,EUR,1223
17757,Wilton.Micki.182192@optiopay.com,EUR,656
17758,Emelina.Wilton.11507@optiopay.com,EUR,157
17759,Lise.Wilton.88928@optiopay.com,USD,-235
17760,Donnell.Quinton.35091@optiopay.com,USD,2539
17761,Sebastian.Quinton.159181@optiopay.com,EUR,2646
17762,Brendan.Sebastian.1296@optiopay.com,USD,-1241
17763,Giselle.Cecilia.126068@optiopay.com,EUR,-1817
17764,Sacha.Stephan.74739@optiopay.com,EUR,1147
17765,Yoshik.Micki.11387@optiopay.com,EUR,909
17766,Catalina.Yoshik.65564@optiopay.com,EUR,-1821
17767,Giselle.Ara.167636@optiopay.com,EUR,-373
17768,Brendan.Sacha.126265@optiopay.com,EUR,104
17769,Micki.Micki.115623@optiopay.com,USD,242
17770,Stephan.Yoshik.129814@optiopay.com,USD,520
17771,Cristi.Giselle.175553@optiopay.com,EUR,2701
17772,Ladonna.Cristi.155771@optiopay.com,USD,793
17773,Catalina.Catalina.171817@optiopay.com,EUR,2968
17774,Sacha.Giselle.78752@optiopay.com,USD,-483
17775,Ladonna.Catalina.119886@optiopay.com,USD,1083
17776,Cristi.Cristi.109019@optiopay.com,EUR,1887
17777,Yoshik.Micki.16828@optiopay.com,EUR,-310
17778,Cecilia.Roxann.132515@optiopay.com,EUR,1081
17779,Elizbeth.Roxann.2125@optiopay.com,USD,2606
17780,Donnell.Micki.130636@optiopay.com,EUR,1503
17781,Lise.Wilton.146475@optiopay.com,EUR,1421
17782,Micki.Stephan.3596@optiopay.com,EUR,2770
17783,Brendan.Sacha.19564@optiopay.com,EUR,1086
17784,Sacha.Micki.16@optiopay.com,EUR,-718
17785,Cecilia.Stephan.149341@optiopay.com,USD,2405
17786,Cristi.Micki.41577@optiopay.com,USD,-47
17787,Roxann.Quinton.142747@optiopay.com,USD,-1146
17788,Ara.Quinton.139659@optiopay.com,EUR,-72
17789,Lise.Catalina.142252@optiopay.com,EUR,-228
17790,Sebastian.Ladonna.157886@optiopay.com,EUR,-169
17791,Giuseppina.Cecilia.153950@optiopay.com,EUR,-1007
17792,Micki.Elizbeth.47569@optiopay.com,USD,294
17793,Wilton.Catalina.150768@optiopay.com,USD,-1766
17794,Quinton.Lise.137811@optiopay.com,USD,-134
17795,Cristi.Stephan.1402@optiopay.com,USD,-453
17796,Catalina.Sebastian.625@optiopay.com,USD,1976
17797,Roxann.Quinton.172013@optiopay.com,EUR,2968
17798,Elizbeth.Sebastian.22432@optiopay.com,USD,1727
17799,Elizbeth.Roxann.2125@optiopay.com,USD,1491
17800,Brendan.Cecilia.98382@optiopay.com,EUR,1865
17801,Ara.Elizbeth.175800@optiopay.com,USD,999
17802,Cristi.Giuseppina.6739@optiopay.com,EUR,-1741
17803,Emelina.Sacha.78766@optiopay.com,EUR,-504
17804,Yoshik.Micki.16828@optiopay.com,USD,1654
17805,Quinton.Donnell.41303@optiopay.com,USD,-522
17806,Elizbeth.Catalina.15256@optiopay.com,EUR,1925
17807,Yoshik.Sebastian.10775@optiopay.com,USD,-1239
17808,Sebastian.Stephan.107116@optiopay.com,USD,-1661
17809,Catalina.Lise.65536@optiopay.com,USD,667
17810,Giselle.Ara.167636@optiopay.com,USD,1204
17811,Yoshik.Sebastian.10775@optiopay.com,EUR,741
17812,Yoshik.Stephan.160000@optiopay.com,EUR,-42
17813,Giselle.Stephan.37672@optiopay.com,EUR,-673
17814,Brendan.Donnell.186440@optiopay.com,EUR,442
17815,Quinton.Lise.137811@optiopay.com,USD,2682
17816,Roxann.Micki.5228@optiopay.com,USD,-796
